"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","Country of Domicile","Company Name"
"WNGRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTON GEORGE LTD","Canada","Weston George Ltd. (Canada)"
"WNMLA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","A","WINMILL&CO INC A","USA","Winmill & Co. Incorporated"
"WNRC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WENR CORP","USA","WENR Corp."
"WNRP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST SUBURBAN BANCORP INC","USA","West Suburban Bancorp, Inc."
"WNTR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLDWIDE DIVERSFD HLDGS","USA","Worldwide Diversified Holdings, Inc."
"WNXDF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WINCOR NIXDORF AG ORD","Germany","Wincor Nixdorf AG"
"WNXDY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WINCOR NIXDORF UNSP/ADR","Germany","Wincor Nixdorf AG"
"WOFA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WISDOM HOMES AMERICA INC","USA","Wisdom Homes of America, Inc."
"WOGI","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLD OIL GROUP INC","USA","World Oil Group, Inc."
"WOLV","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WOLVERINE TECH CORP","Canada","Wolverine Technologies Corp."
"WOLWF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WOOLWORTHS LTD ORD","Australia","Woolworths Ltd."
"WOPEF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WOODSIDE PETROLEUM LTD","Australia","Woodside Petroleum Ltd."
"WOPEY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WOODSIDE PETROL LTD S/ADR","Australia","Woodside Petroleum Ltd."
"WORC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WAKE UP NOW INC","USA","Wake Up Now, Inc."
"WORX","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WORLDS ONLINE INC","USA","Worlds Online, Inc."
"WOSCF","OTC Link","27/10/2015","OTCQX International Premier","N","Ordinary Shares","","WOLSELEY ORD","Switzerland","Wolseley plc"
"WOSSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WATER OASIS GROUP LTD","China","Water Oasis Group Ltd."
"WOSYY","OTC Link","27/10/2015","OTCQX International Premier","N","American Depository Receipts","","WOLSELEY PLC S/ADR NEW","Switzerland","Wolseley plc"
"WOTC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","W3OTC INC","USA","W3OTC, Inc."
"WPFH","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLD POKER FD HLDGS","USA","World Poker Fund Holdings, Inc."
"WPHM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINSTON PHARMS INC","USA","Winston Pharmaceuticals, Inc."
"WPKS","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WORLD POKER STORE INC","USA","World Poker Store, Inc. (The)"
"WPPGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WPP PLC ORD NEW","United Kingdom","WPP PLC"
"WPTH","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WESTPORT ENERGY HLDGS","USA","Westport Energy Holdings Inc."
"WPTIF","OTC Link","27/10/2015","OTCQX International","N","Ordinary Shares","","WPT INDUSTRIAL RE INVST","USA","WPT Industrial Real Estate Investment Trust"
"WPUR","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WATERPURE INTL INC","USA","WaterPure International, Inc."
"WPWR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WELL POWER INC","USA","Well Power, Inc."
"WQNI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WQN INC","USA","WQN, Inc."
"WQTEF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WEIQIAO TEXTILE CO LTD H","China","Weiqiao Textile Co., Ltd."
"WRAP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WRAPMAIL INC","USA","Wrapmail, Inc."
"WRCDF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WIRECARD AG ORD","Germany","Wirecard AG"
"WRFX","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLDFLIX INC","USA","WorldFlix, Inc."
"WRGL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WARRIOR GIRL CORP","USA","Warrior Girl Corp."
"WRIT","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WRIT MEDIA GROUP INC","USA","WRIT Media Group, Inc."
"WRMT","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WORLD MEDIA & TECHNOLOGY","USA","World Media & Technology Corp."
"WRPSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTERN PACIFIC RES CORP","Canada","Western Pacific Resources Corp."
"WRTBY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WARTSILA CORP UNSP/ADR","Finland","Wartsila Corp."
"WSCC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WATERSIDE CAPITAL CORP","USA","Waterside Capital Corp."
"WSCO","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WALL STREET MEDIA CO INC","USA","Wall Street Media Co, Inc."
"WSCRF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","NORTH AMERICAN NICKE INC","Canada","North American Nickel, Inc."
"WSFL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WOODSTOCK HOLDINGS INC","USA","Woodstock Holdings, Inc."
"WSGF","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WORLD SERIES OF GOLF INC","USA","World Series of Golf, Inc."
"WSGI","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WORLD SURVEILLANCE GROUP","USA","World Surveillance Group Inc."
"WSGP","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WESTERN GRAPHITE INC","USA","Western Graphite Inc."
"WSHE","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","E-DEBIT GLOBAL CORP","Canada","E-Debit Global Corp."
"WSHLY","OTC Link","27/10/2015","OTC Pink No Information","N","American Depository Receipts","","WSP HOLDINGS LTD SP/ADR","China","WSP Holdings Ltd."
"WSML","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WHITE SMILE GLOBAL INC","USA","White Smile Global, Inc."
"WSPBP","OTC Link","27/10/2015","OTC Pink Current","N","Preferred Stock","","WISC PUBLIC SVC 6.76 PR","USA","Wisconsin Public Service Corp."
"WSPOF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WSP GLOBAL INC","Canada","WSP Global Inc"
"WSPS","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINTER SPORTS INC","USA","Winter Sports, Inc."
"WSRA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WSTN SIERRA MINING CORP","USA","Western Sierra Mining Corp."
"WSSH","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST SHORE BANK CORP","USA","West Shore Bank Corp."
"WSSSQ","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WALL STREET STRATEGIES CP","USA","Wall Street Strategies Corp."
"WSTI","OTC Link","27/10/2015","OTCQB","N","Common Stock","","WINDSTREAM TECHS INC","USA","WindStream Technologies, Inc."
"WSTM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","HRSOFT INC","USA","HRSoft Inc."
"WTBCY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WHITBREAD PLC UNSP/ADR","United Kingdom","Whitbread Plc"
"WTBFA","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","A","W T B FINANCIAL CRP A","USA","W.T.B. Financial Corp."
"WTBFB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","B","W T B FINANCIAL CRP B","USA","W.T.B. Financial Corp."
"WTCG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","W TECHNOLOGIES INC","USA","W Technologies, Inc."
"WTCRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTERN TROY CAP RES INC","Canada","Western Troy Capital Resources, Inc."
"WTEC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WESTECH CAPITAL CORP","USA","Westech Capital Corp"
"WTER","OTC Link","27/10/2015","OTCQB","N","Common Stock","","ALKALINE WATER CO INC","USA","Alkaline Water Company Inc. (The)"
"WTIFY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WOTIF.COM HLDGS UNSP/ADR","Australia","Wotif.com Holdings Ltd."
"WTII","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WATER TECHNOLOGIES INTL","USA","Water Technologies International,Inc."
"WTKN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WELLTEK INC","USA","WellTek Incorporated"
"WTKWY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WOLTERS KLUWER S/ADR","The Netherlands","Wolters Kluwer N.V."
"WTLC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WESTERN METALS CORP","USA","Western Metals Corp."
"WTRSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WATER RES GRP S/ADR","Australia","Water Resources Group Ltd"
"WTSHF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTSHORE TERM INVST CP","Canada","Westshore Terminals Investment Corp."
"WTSLQ","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","A","WET SEAL INC A","USA","Wet Seal, Inc. (THE)"
"WTWB","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST TOWN BANK & TRUST","USA","West Town Bank & Trust"
"WTWN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST TOWN BANCORP INC","USA","West Town Bancorp, Inc."
"WTWR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WATCHTOWER INC","USA","Watchtower, Inc."
"WTXM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WINTEX MILL INC","USA","Wintex Mill, Inc."
"WTXR","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WEST TEXAS RESOURCES INC","USA","West Texas Resources, Inc."
"WUHN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WUHAN GENERAL GROUP INC","USA","Wuhan General Group (China), Inc."
"WUMSF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WUMART STORES INC ORD","China","Wumart Stores, Inc."
"WUMSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WUMART STRS INC UNSP/ADR","China","Wumart Stores, Inc."
"WVAW","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WEST VIRGINIA WATER CO","USA","West Virginia-American Water Co."
"WVVEF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","WORLDVEST EQUITY INC","USA","WorldVest Equity, Inc."
"WWCC","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","WORLD WIDE CHILD CARE CRP","USA","World Wide Child Care Corp."
"WWIO","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WOWIO INC","USA","Wowio Inc"
"WWNTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WANT WANT CHINA HLDGS ORD","China","Want Want China Holdings Ltd"
"WWNTY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WANT WANT CHINA UNSP/ADR","China","Want Want China Holdings Ltd"
"WWPW","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WIND WORKS POWER CORP","Canada","Wind Works Power Corp."
"WWRB","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","WEWEARABLES INC","USA","WeWearables, Inc."
"WWRSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","GOLIATH GOLD MNG UNSP/ADR","South Africa","Goliath Gold Mining"
"WWSG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","WORLDWIDE STRATEGIES INC","USA","Worldwide Strategies, Inc."
"WWST","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WORLD WIDE STONE CORP","USA","World Wide Stone Corp."
"WXMN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WAXMAN INDUSTRIES INC","USA","Waxman Industries, Inc."
"WYDM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","WYNDMOOR INDUS INC COM","USA","Wyndmoor Industries, Inc."
"WYGPF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WORLEY PARSONS LTD ORD","Australia","Worley Parsons Ltd."
"WYGPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WORLEY PARSONS UNSP/ADR","Australia","Worley Parsons Ltd."
"WYNMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WYNN MACAU LTD ORD","China","Wynn Macau Ltd."
"WYNMY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WYNN MACAU LTD UNSP/ADR","China","Wynn Macau Ltd."
"WZENY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","WEBZEN INC ADR","Korea","Webzen Inc."
"WZGRF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","WESTERNZAGROS RES LTD","Canada","Westernzagros Resources., Ltd."
"XALL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","XALLES HOLDINGS INC","USA","Xalles Holdings Inc."
"XBIO","OTC Link","27/10/2015","OTCQB","N","Common Stock","","XENETIC BIOSCIENCES INC","USA","Xenetic Biosciences, Inc."
"XBOR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","CROSS BORDER RES INC","USA","Cross Border Resources, Inc."
"XCLK","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","CROSS CLICK MEDIA INC","USA","Cross Click Media Inc."
"XCLL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","XCELMOBILITY INC","USA","XcelMobility Inc."
"XCRP","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XCORPOREAL INC","USA","Xcorporeal, Inc."
"XDRC","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XEDAR CORP","USA","Xedar Corp."
"XDSL","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","MPHASE TECHS INC","USA","mPhase Technologies, Inc."
"XENO","OTC Link","27/10/2015","OTC Pink No Information","Y","Common Stock","","XENO TRANSPLANTS CORP","USA","Xeno Transplants Corp."
"XFCH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","X-FACTOR COMMUNS HLDGS","USA","X-Factor Communications Holdings, Inc."
"XFTB","OTC Link/BB","27/10/2015","OTC Pink Current","N","Common Stock","","XFIT BRANDS INC","USA","XFIT BRANDS INC"
"XFUL","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","CONVERDE ENERGY USA INC","Canada","Converde Energy USA Inc."
"XGEN","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","NEXGEN HOLDINGS CORP","USA","NexGen Holdings Corp."
"XHFNF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XINHUA FINANCE LTD ORD","China","Xinhua Finance Ltd."
"XHUA","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XINHUA CHINA LTD","China","Xinhua China Ltd."
"XJXNY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","XINJIANG XINXIN UNS/ADR H","China","Xinjiang Xinxin Mining Industry Ltd."
"XLRM","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XLR MEDICAL CORP","USA","XLR Medical Corp."
"XMEX","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XEMEX GROUP INC","USA","Xemex Group Inc."
"XMTTF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XMET INC ORD","Canada","Xmet, Inc."
"XNFHF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","","XI'AN 38 FULE HLTH&ADVSRY","China","Xi'an 38 Fule Health & Advisory Co. Ltd."
"XNGIF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XINGDA INTL HLDGS LTD ORD","China","Xingda International Holdings Ltd."
"XNGSY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","EEN ENERGY HLDGS UNSP/ADR","China","ENN Energy Holdings Ltd."
"XNNH","OTC Link","27/10/2015","OTCQB","N","Common Stock","","XENONICS HOLDINGS INC","USA","Xenonics Holdings, Inc."
"XNRG","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","XUN ENERGY INC","USA","Xun Energy, Inc."
"XNWU","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XUAN WU INTL GRP HLDG CO","China","Xuan Wu International Group Holding Co."
"XNYH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XINYINHAI TECHNOLOGY LTD","China","Xinyinhai Technology, Ltd."
"XPOI","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XPONENTIAL INC","USA","Xponential, Inc."
"XPWR","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","XZERES CORP","USA","XZERES Corp."
"XREG","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","XR ENERGY INC","USA","XR Energy Inc"
"XROLF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XERO LTD ORD","USA","Xero Ltd."
"XRXH","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XRX INTL ENTMT HLDGS GRP","USA","XRX International Entertainment Holding Group"
"XSNX","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","XSUNX INC","USA","XsunX, Inc."
"XSONF","OTC Link","27/10/2015","OTC Pink No Information","N","Ordinary Shares","A","CLAXSON INTERACTVE GP INC","Argentina","Claxson Interactive Group, Inc."
"XSPY","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","SPY INC","USA","Spy Inc."
"XSVT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XSOVT BRANDS INC","USA","Xsovt Brands, Inc."
"XTEPY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","XTEP INTL HLDGS UNSP/ADR","China","Xtep International Holdings Ltd."
"XTGRF","OTC Link","27/10/2015","OTCQB","N","Ordinary Shares","","XTRA-GOLD RESOURCES BVI","Canada","Xtra-Gold Resources Corp."
"XTPT","OTC Link","27/10/2015","OTC Pink No Information","N","Common Stock","","XTRA ENERGY CORP","USA","Xtra Energy Corp."
"XTRM","OTC Link","27/10/2015","OTC Pink Limited","N","Common Stock","","EXTREME BIODIESEL INC","USA","Extreme Biodiesel, Inc."
"XTRN","OTC Link","27/10/2015","OTC Pink Current","N","Common Stock","","LAS VEGAS RAILWAY EXPRESS","USA","Las Vegas Railway Express, Inc."
"XVIPF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XVIVO PERFUSION AB ORD","Sweden","Xvivo Perfusion AB"
"XXFPL","OTC Link","27/10/2015","OTC Pink No Information","N","Fund","A","FFP PARTNERS L P UTS","USA","FFP Partners, L.P."
"XXMMF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XIMEN MINING CORP","Canada","XIMEN MINING CORP"
"XYIGF","OTC Link","27/10/2015","OTC Pink Current","N","Ordinary Shares","","XINYI GLASS HLGDS LTD ORD","China","Xinyi Glass Holdings Ltd."
"XYIGY","OTC Link","27/10/2015","OTC Pink Current","N","American Depository Receipts","","XINYI GLASS HLGD UNSP/ADR","China","Xinyi Glass Holdings Ltd."
